lift,confidence,support,consequents,antecedents
3.97,0.14,0.001,specialty vegetables + root vegetables,curd + specialty chocolate + bottled water
3.97,0.11,0.001,baking powder + liquor,cereals + tropical fruit + male cosmetics
3.97,0.11,0.001,brandy + white wine,curd + pip fruit + nut snack
3.97,0.17,0.001,cereals + tropical fruit,packaged fruit/vegetables + specialty vegetables + male cosmetics
3.97,0.11,0.001,liquor (appetizer) + potato products,curd + pip fruit + nut snack
3.97,0.17,0.001,cereals + tropical fruit,sauces + pip fruit + soda
3.97,0.14,0.001,sauces + male cosmetics,butter + liquor (appetizer) + root vegetables
3.97,0.14,0.001,sauces + potato products,white wine + liquor (appetizer) + tropical fruit
3.97,0.11,0.001,specialty chocolate + soda,sauces + brandy + specialty vegetables
3.97,0.11,0.001,curd + cleaner,light bulbs + packaged fruit/vegetables + male cosmetics
3.97,0.11,0.001,spices + nut snack,light bulbs + packaged fruit/vegetables + male cosmetics
3.97,0.17,0.001,sauces + curd,baking powder + potato products + sweet spreads
3.97,0.11,0.001,light bulbs + root vegetables,butter + liquor + specialty vegetables
3.97,0.14,0.001,sauces + nut snack,potato products + tropical fruit + soda
3.97,0.14,0.001,sauces + male cosmetics,potato products + tropical fruit + soda
3.97,0.14,0.001,sauces + male cosmetics,baking powder + potato products + tropical fruit
3.97,0.14,0.001,specialty vegetables + root vegetables,baking powder + potato products + tropical fruit
3.97,0.14,0.001,sauces + light bulbs,baking powder + potato products + tropical fruit
3.97,0.11,0.001,baking powder + liquor,curd + light bulbs + bottled water
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,curd + light bulbs + bottled water
3.97,0.14,0.001,sauces + potato products,curd + light bulbs + white wine
3.97,0.14,0.001,sauces + male cosmetics,liquor + soda + pudding powder
3.97,0.11,0.001,brandy + white wine,cereals + baking powder + sweet spreads
3.97,0.17,0.001,sauces + curd,liquor + liquor (appetizer) + soda
3.97,0.11,0.001,baking powder + liquor,sauces + light bulbs + bottled water
3.97,0.11,0.001,specialty vegetables + bottled water,cereals + sauces + male cosmetics
3.97,0.14,0.001,baking powder + specialty vegetables,light bulbs + packaged fruit/vegetables + pip fruit
3.97,0.14,0.001,cereals + packaged fruit/vegetables,sauces + spices + soda
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,cereals + sauces + male cosmetics
3.97,0.17,0.001,cereals + tropical fruit,bottled water + pudding powder + nut snack
3.97,0.14,0.001,baking powder + specialty vegetables,butter + packaged fruit/vegetables + nut snack
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + sauces + male cosmetics
3.97,0.11,0.001,spices + cleaner,cereals + sauces + male cosmetics
3.97,0.11,0.001,spices + cleaner,light bulbs + packaged fruit/vegetables + pudding powder
3.97,0.14,0.001,specialty vegetables + root vegetables,butter + packaged fruit/vegetables + nut snack
3.97,0.14,0.001,sauces + nut snack,male cosmetics + sweet spreads + soda
3.97,0.14,0.001,sauces + nut snack,cereals + specialty vegetables + pudding powder
3.97,0.14,0.001,sauces + potato products,cereals + specialty vegetables + pudding powder
3.97,0.14,0.001,sauces + potato products,liquor + pip fruit + nut snack
3.97,0.17,0.001,cereals + tropical fruit,butter + baking powder + specialty vegetables
3.97,0.14,0.001,baking powder + specialty vegetables,curd + light bulbs + white wine
3.97,0.11,0.001,specialty vegetables + bottled water,packaged fruit/vegetables + root vegetables + male cosmetics
3.97,0.11,0.001,curd + cleaner,packaged fruit/vegetables + root vegetables + male cosmetics
3.97,0.14,0.001,sauces + male cosmetics,cereals + specialty vegetables + soda
3.97,0.11,0.001,curd + cleaner,sauces + light bulbs + bottled water
3.97,0.14,0.001,baking powder + specialty vegetables,light bulbs + liquor (appetizer) + pip fruit
3.97,0.11,0.001,liquor (appetizer) + potato products,cereals + sauces + bottled water
3.97,0.11,0.001,liquor (appetizer) + potato products,light bulbs + packaged fruit/vegetables + pudding powder
3.97,0.22,0.002,cereals + butter,curd + white wine + specialty vegetables
3.97,0.14,0.001,cereals + packaged fruit/vegetables,male cosmetics + sweet spreads + soda
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,male cosmetics + sweet spreads + pudding powder
3.97,0.14,0.001,cereals + packaged fruit/vegetables,curd + male cosmetics + pudding powder
3.97,0.14,0.001,baking powder + specialty vegetables,sauces + light bulbs + packaged fruit/vegetables
3.97,0.14,0.001,sauces + male cosmetics,cereals + baking powder + soda
3.97,0.14,0.001,specialty vegetables + root vegetables,sauces + light bulbs + baking powder
3.97,0.11,0.001,spices + nut snack,cereals + brandy + specialty vegetables
3.97,0.11,0.001,spices + pudding powder,cereals + brandy + specialty vegetables
3.97,0.17,0.001,sauces + curd,liquor + sweet spreads + nut snack
3.97,0.14,0.001,baking powder + specialty vegetables,curd + light bulbs + root vegetables
3.97,0.11,0.001,liquor (appetizer) + potato products,liquor + male cosmetics + nut snack
3.97,0.17,0.001,cereals + tropical fruit,liquor + sweet spreads + pip fruit
3.97,0.11,0.001,pip fruit + soda,liquor + male cosmetics + nut snack
3.97,0.11,0.001,bottled water + sweet spreads,liquor + male cosmetics + nut snack
3.97,0.14,0.001,sauces + nut snack,liquor + potato products + specialty vegetables
3.97,0.11,0.001,brandy + white wine,cereals + sauces + bottled water
3.97,0.11,0.001,baking powder + liquor,light bulbs + packaged fruit/vegetables + pudding powder
3.97,0.14,0.001,sauces + light bulbs,butter + baking powder + potato products
3.97,0.17,0.001,cereals + tropical fruit,curd + light bulbs + nut snack
3.97,0.11,0.001,specialty chocolate + soda,liquor + male cosmetics + sweet spreads
3.97,0.17,0.001,sauces + curd,brandy + liquor + pip fruit
3.97,0.11,0.001,specialty chocolate + soda,liquor + male cosmetics + nut snack
3.97,0.14,0.001,sauces + male cosmetics,cereals + baking powder + cleaner
3.97,0.14,0.001,specialty vegetables + root vegetables,male cosmetics + sweet spreads + soda
3.97,0.11,0.001,brandy + white wine,light bulbs + packaged fruit/vegetables + nut snack
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,cereals + sauces + bottled water
3.97,0.11,0.001,curd + cleaner,cereals + sauces + bottled water
3.97,0.14,0.001,specialty vegetables + root vegetables,light bulbs + liquor (appetizer) + sweet spreads
3.97,0.11,0.001,baking powder + liquor,male cosmetics + sweet spreads + pudding powder
3.97,0.11,0.001,curd + cleaner,male cosmetics + sweet spreads + pudding powder
3.97,0.11,0.001,specialty vegetables + bottled water,light bulbs + packaged fruit/vegetables + nut snack
3.97,0.11,0.001,liquor (appetizer) + potato products,light bulbs + packaged fruit/vegetables + nut snack
3.97,0.17,0.001,sauces + curd,brandy + specialty vegetables + pudding powder
3.97,0.17,0.001,cereals + tropical fruit,curd + sweet spreads + pip fruit
3.97,0.11,0.001,spices + pudding powder,cereals + specialty vegetables + pip fruit
3.97,0.11,0.001,brandy + white wine,cereals + specialty vegetables + pip fruit
3.97,0.11,0.001,baking powder + liquor,cereals + specialty vegetables + pip fruit
3.97,0.14,0.001,sauces + potato products,light bulbs + liquor (appetizer) + sweet spreads
3.97,0.17,0.001,sauces + curd,baking powder + white wine + potato products
3.97,0.11,0.001,baking powder + liquor,spices + light bulbs + liquor (appetizer)
3.97,0.17,0.001,sauces + curd,specialty chocolate + tropical fruit + cleaner
3.97,0.14,0.001,specialty vegetables + root vegetables,butter + liquor + liquor (appetizer)
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,sauces + specialty vegetables + root vegetables
3.97,0.14,0.001,specialty vegetables + root vegetables,spices + baking powder + potato products
3.97,0.14,0.001,cereals + packaged fruit/vegetables,specialty chocolate + tropical fruit + bottled water
3.97,0.14,0.001,specialty vegetables + root vegetables,baking powder + white wine + male cosmetics
3.97,0.14,0.001,sauces + potato products,spices + light bulbs + sweet spreads
3.97,0.14,0.001,sauces + potato products,baking powder + white wine + male cosmetics
3.97,0.17,0.001,sauces + curd,specialty chocolate + specialty vegetables + sweet spreads
3.97,0.17,0.001,sauces + curd,light bulbs + liquor + potato products
3.97,0.17,0.001,sauces + curd,light bulbs + liquor + pudding powder
3.97,0.14,0.001,specialty vegetables + root vegetables,light bulbs + liquor (appetizer) + potato products
3.97,0.14,0.001,specialty vegetables + root vegetables,sauces + soda + pudding powder
3.97,0.14,0.001,sauces + light bulbs,curd + bottled water + cleaner
3.97,0.14,0.001,sauces + nut snack,cereals + brandy + potato products
3.97,0.14,0.001,sauces + light bulbs,cereals + brandy + potato products
3.97,0.14,0.001,specialty vegetables + root vegetables,sauces + light bulbs + packaged fruit/vegetables
3.97,0.11,0.001,curd + cleaner,sauces + liquor + liquor (appetizer)
3.97,0.14,0.001,sauces + potato products,butter + spices + tropical fruit
3.97,0.14,0.001,cereals + packaged fruit/vegetables,butter + spices + tropical fruit
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,curd + white wine + specialty vegetables
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + sauces + potato products
3.97,0.14,0.001,baking powder + specialty vegetables,butter + root vegetables + soda
3.97,0.11,0.001,brandy + white wine,butter + specialty chocolate + soda
3.97,0.17,0.001,cereals + tropical fruit,packaged fruit/vegetables + bottled water + male cosmetics
3.97,0.17,0.001,sauces + curd,brandy + liquor + root vegetables
3.97,0.14,0.001,sauces + potato products,curd + bottled water + pudding powder
3.97,0.14,0.001,sauces + nut snack,butter + specialty chocolate + male cosmetics
3.97,0.14,0.001,specialty vegetables + root vegetables,cereals + brandy + potato products
3.97,0.14,0.001,sauces + nut snack,butter + brandy + liquor
3.97,0.11,0.001,spices + pudding powder,potato products + bottled water + sweet spreads
3.97,0.11,0.001,spices + cleaner,potato products + bottled water + sweet spreads
3.97,0.11,0.001,brandy + white wine,potato products + bottled water + sweet spreads
3.97,0.11,0.001,light bulbs + liquor,potato products + bottled water + sweet spreads
3.97,0.17,0.002,cereals + tropical fruit,sauces + butter + spices
3.97,0.14,0.001,sauces + light bulbs,potato products + bottled water + pip fruit
3.97,0.14,0.001,specialty vegetables + root vegetables,cereals + white wine + potato products
3.97,0.17,0.001,cereals + tropical fruit,butter + baking powder + liquor
3.97,0.14,0.001,specialty vegetables + root vegetables,cereals + potato products + sweet spreads
3.97,0.14,0.001,cereals + packaged fruit/vegetables,curd + root vegetables + male cosmetics
3.97,0.11,0.001,packaged fruit/vegetables + pudding powder,curd + bottled water + male cosmetics
3.97,0.14,0.001,sauces + nut snack,curd + packaged fruit/vegetables + sweet spreads
3.97,0.14,0.001,sauces + male cosmetics,curd + bottled water + cleaner
3.97,0.14,0.001,sauces + potato products,curd + bottled water + cleaner
3.97,0.11,0.001,bottled water + sweet spreads,packaged fruit/vegetables + male cosmetics + pudding powder
3.97,0.14,0.001,sauces + nut snack,liquor + potato products + pip fruit
3.97,0.11,0.001,spices + cleaner,cereals + potato products + bottled water
3.97,0.11,0.001,spices + cleaner,cereals + packaged fruit/vegetables + male cosmetics
3.97,0.11,0.001,liquor (appetizer) + potato products,packaged fruit/vegetables + male cosmetics + pudding powder
3.97,0.11,0.001,baking powder + liquor,packaged fruit/vegetables + male cosmetics + pudding powder
3.97,0.11,0.001,light bulbs + liquor,packaged fruit/vegetables + male cosmetics + pudding powder
3.97,0.11,0.001,curd + cleaner,packaged fruit/vegetables + male cosmetics + pudding powder
3.97,0.17,0.001,sauces + curd,butter + brandy + white wine
3.97,0.11,0.001,baking powder + liquor,sweet spreads + soda + pudding powder
3.97,0.14,0.001,sauces + potato products,cereals + liquor + nut snack
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + liquor + nut snack
3.97,0.11,0.001,packaged fruit/vegetables + bottled water,butter + specialty chocolate + soda
3.97,0.11,0.001,baking powder + liquor,butter + tropical fruit + pip fruit
3.97,0.11,0.001,liquor (appetizer) + potato products,butter + baking powder + white wine
3.97,0.11,0.001,light bulbs + root vegetables,curd + bottled water + male cosmetics
3.97,0.17,0.001,cereals + tropical fruit,packaged fruit/vegetables + pip fruit + soda
3.97,0.11,0.001,spices + pudding powder,cereals + specialty vegetables + tropical fruit
3.97,0.17,0.001,sauces + curd,cereals + brandy + liquor (appetizer)
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,curd + bottled water + male cosmetics
3.97,0.11,0.001,specialty chocolate + soda,curd + packaged fruit/vegetables + white wine
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,sauces + spices + bottled water
3.97,0.11,0.001,curd + cleaner,sauces + spices + bottled water
3.97,0.17,0.001,sauces + curd,brandy + liquor (appetizer) + nut snack
3.97,0.17,0.001,sauces + curd,brandy + potato products + specialty vegetables
3.97,0.14,0.001,specialty vegetables + root vegetables,potato products + bottled water + pip fruit
3.97,0.11,0.001,baking powder + liquor,sauces + specialty vegetables + root vegetables
3.97,0.11,0.001,light bulbs + liquor,sauces + specialty vegetables + root vegetables
3.97,0.14,0.001,baking powder + specialty vegetables,cereals + white wine + potato products
3.97,0.14,0.001,specialty vegetables + root vegetables,curd + liquor + male cosmetics
3.97,0.11,0.001,liquor (appetizer) + potato products,butter + curd + light bulbs
3.97,0.14,0.001,specialty vegetables + root vegetables,cereals + liquor + nut snack
3.97,0.17,0.001,sauces + curd,cereals + potato products + nut snack
3.97,0.11,0.001,specialty vegetables + bottled water,curd + packaged fruit/vegetables + white wine
3.97,0.11,0.001,baking powder + liquor,sauces + light bulbs + potato products
3.97,0.11,0.001,light bulbs + root vegetables,curd + packaged fruit/vegetables + white wine
3.97,0.14,0.001,sauces + male cosmetics,spices + baking powder + potato products
3.97,0.14,0.001,sauces + light bulbs,spices + baking powder + potato products
3.97,0.11,0.001,pip fruit + soda,butter + specialty chocolate + nut snack
3.97,0.11,0.001,bottled water + sweet spreads,butter + specialty chocolate + nut snack
3.97,0.11,0.001,spices + cleaner,sauces + specialty vegetables + male cosmetics
3.97,0.17,0.001,sauces + curd,cereals + spices + sweet spreads
3.97,0.17,0.001,sauces + curd,potato products + sweet spreads + cleaner
3.97,0.14,0.001,sauces + potato products,spices + light bulbs + soda
3.97,0.11,0.001,specialty chocolate + packaged fruit/vegetables,butter + tropical fruit + pip fruit
3.92,0.13,0.002,specialty chocolate + pudding powder,cereals + sauces + brandy
3.91,0.12,0.001,spices + root vegetables,packaged fruit/vegetables + potato products + tropical fruit
